backend,mesh,density,arm,state,repeat,request,ok,seconds,engagement,count_matched,quads,quad_ratio,singularities,singularity_ratio,angle_dev_mean,angle_dev_median,angle_dev_p95,flow_loop_mean_len,flow_turning_mean,hausdorff_p99,chamfer_mean,feature_recall,edge_length_cv,error
nogeo,rocker-arm,6000,pure,guided,0,6000,True,0.95,refused,True,5546,1.0,95,0.01712946267580238,9.869761319384816,7.12572789246952,25.840488644840846,1584.5714285714287,11.168316021725088,0.004050469164556878,0.001670397831289669,0.8099808061420346,0.20100197821884636,
nogeo,cheburashka,500,mixed,off,0,500,True,0.28,flag-unread,True,412,0.958139534883721,70,0.16203703703703703,13.51951028335862,8.82527299933328,45.87809420895135,22.88888888888889,33.7942514970869,0.017969276634632783,0.005571173886654578,0.5510471204188482,0.27762891598530587,
nogeo,cheburashka,500,mixed,guided,0,500,True,0.32,refused,True,412,0.958139534883721,70,0.16203703703703703,13.51951028335862,8.82527299933328,45.87809420895135,22.88888888888889,33.7942514970869,0.017969276634632783,0.005571173886654578,0.5510471204188482,0.27762891598530587,
nogeo,cheburashka,500,pure,off,0,500,True,0.54,flag-unread,True,1878,1.0,323,0.17180851063829788,36.7833051894653,23.22518901840185,89.99002460253789,197.68421052631578,39.174064016278166,0.023613530967652167,0.003267450737952011,0.8612565445026178,0.7011254184021538,
nogeo,cheburashka,500,pure,guided,0,500,True,0.57,refused,True,1878,1.0,323,0.17180851063829788,36.7833051894653,23.22518901840185,89.99002460253789,197.68421052631578,39.174064016278166,0.023613530967652167,0.003267450737952011,0.8612565445026178,0.7011254184021538,
nogeo,cheburashka,1000,mixed,off,0,1000,True,0.34,flag-unread,True,813,0.9598583234946871,68,0.08056872037914692,10.5513606549693,6.930978176404615,33.49580004773984,25.015384615384615,24.47600659576938,0.011204655479817251,0.0037816691210398263,0.6099476439790575,0.22483912799656458,
nogeo,cheburashka,1000,mixed,guided,0,967,True,0.31,tmesh-only(injected=0),True,797,0.9590854392298436,63,0.07581227436823104,10.430126879504002,7.31145334657986,30.826836959563835,24.523076923076925,24.054105188017015,0.014899103397602875,0.003936845740045375,0.5471204188481675,0.22142871456805668,
nogeo,cheburashka,1000,pure,off,0,1000,True,0.54,flag-unread,True,904,1.0,58,0.06408839779005525,15.668636931705974,9.015866340757107,69.69010547330664,226.0,28.712578148874652,0.02273189092899762,0.0030399716891809066,0.6649214659685864,0.3053795481967548,
nogeo,cheburashka,1000,pure,guided,0,1006,True,1.11,steered(injected=0),False,2504,1.0,383,0.15283320031923384,31.80613616343909,16.684990865019877,89.98914875381841,227.63636363636363,32.581187884181475,0.009268064553291898,0.0023245751109391283,0.8926701570680629,0.6513351134115605,
nogeo,cheburashka,1500,mixed,off,0,1500,True,0.39,flag-unread,True,1283,0.970499243570348,81,0.06141015921152388,9.162328328834421,6.309619566573048,25.987133458069824,34.21333333333333,19.931256039590984,0.007801992156563097,0.0029239349480475515,0.7107329842931938,0.18005258571797328,
nogeo,cheburashka,1500,mixed,guided,0,1500,True,0.45,refused,True,1283,0.970499243570348,81,0.06141015921152388,9.162328328834421,6.309619566573048,25.987133458069824,34.21333333333333,19.931256039590984,0.007801992156563097,0.0029239349480475515,0.7107329842931938,0.18005258571797328,
nogeo,cheburashka,1500,pure,off,0,1500,True,0.48,flag-unread,True,1326,1.0,67,0.050451807228915665,11.427026974420698,6.887835314262475,42.13046766280811,241.0909090909091,22.410046931200505,0.013715478869964522,0.0023693350748289726,0.6714659685863874,0.22929147001322545,
nogeo,cheburashka,1500,pure,guided,0,1484,True,0.7,steered(injected=0),False,1388,1.0,71,0.051115910727141826,13.08337944475615,6.845047601468622,58.60661730089708,138.8,24.068550160058336,0.015397174235230808,0.002340116230418582,0.7028795811518325,0.2695151049541168,
nogeo,cheburashka,2000,mixed,off,0,2000,True,0.46,flag-unread,True,1665,0.9759671746776084,103,0.060481503229594835,9.328107200902068,6.728374385192197,25.702810735414776,42.151898734177216,18.222083606631355,0.006981769553211665,0.0026311903501881726,0.7290575916230366,0.18039964627124982,
nogeo,cheburashka,2000,mixed,guided,0,2000,True,0.5,refused,True,1665,0.9759671746776084,103,0.060481503229594835,9.328107200902068,6.728374385192197,25.702810735414776,42.151898734177216,18.222083606631355,0.006981769553211665,0.0026311903501881726,0.7290575916230366,0.18039964627124982,
nogeo,cheburashka,2000,pure,off,0,2000,True,0.38,flag-unread,True,1720,1.0,88,0.05110336817653891,13.4939795216739,7.707512497128846,59.29698006369807,860.0,21.956305025518255,0.011014583290108581,0.0020349021140326066,0.7068062827225131,0.2595704941058659,
nogeo,cheburashka,2000,pure,guided,0,2000,True,0.42,refused,True,1720,1.0,88,0.05110336817653891,13.4939795216739,7.707512497128846,59.29698006369807,860.0,21.956305025518255,0.011014583290108581,0.0020349021140326066,0.7068062827225131,0.2595704941058659,
nogeo,cheburashka,3000,mixed,off,0,3000,True,0.59,flag-unread,True,2475,0.9864487843762455,81,0.03229665071770335,8.125289901402471,5.960608962841675,22.87462511650428,71.73913043478261,15.180017082921358,0.005197665893795214,0.002202397628063844,0.768324607329843,0.17102472719330367,
nogeo,cheburashka,3000,mixed,guided,0,3000,True,1.78,steered(injected=0),True,2472,0.9868263473053892,88,0.03510171519744715,8.071724282396229,5.710996481850145,23.302909965401476,77.25,15.173533904290114,0.00520157026487171,0.0022057033916321653,0.7696335078534031,0.16822786116628002,
nogeo,cheburashka,3000,pure,off,0,3000,True,0.44,flag-unread,True,2722,1.0,132,0.04847594564818215,11.51090099972698,6.383523072714311,47.62129584332337,362.93333333333334,19.42255840921449,0.005832253223816789,0.0017118177388301436,0.7146596858638743,0.22143633925981251,
nogeo,cheburashka,3000,pure,guided,0,3000,True,0.49,refused,True,2722,1.0,132,0.04847594564818215,11.51090099972698,6.383523072714311,47.62129584332337,362.93333333333334,19.42255840921449,0.005832253223816789,0.0017118177388301436,0.7146596858638743,0.22143633925981251,
nogeo,cheburashka,4500,mixed,off,0,4500,True,0.75,flag-unread,True,3726,0.9888535031847133,99,0.02628086010087603,8.350724408199284,5.827390451755406,23.087258515926305,99.36,13.00753110855108,0.003899961296584405,0.001889490736997808,0.824607329842932,0.17274533793399655,
